X,Y,Z
18,53,34
18,53,35
18,53,36
18,53,37
18,53,38
18,53,39
18,53,40
18,53,41
18,54,28
18,54,29
18,54,30
18,54,31
18,54,32
18,54,33
18,54,34
18,54,35
18,54,36
18,54,37
18,54,38
18,54,39
18,54,40
18,54,41
18,55,28
18,55,29
18,55,30
18,55,31
18,55,32
18,55,33
18,55,34
18,55,35
18,55,36
18,55,37
18,55,38
18,55,39
18,55,40
18,56,28
18,56,29
18,56,30
18,56,31
18,56,32
18,56,33
18,56,34
18,56,35
18,56,36
18,56,37
18,56,38
18,56,39
18,56,40
18,57,28
18,57,29
18,57,30
18,57,31
18,57,32
18,57,33
18,57,34
18,57,35
18,57,36
18,57,37
18,57,38
18,57,39
18,58,29
18,58,30
18,58,31
18,58,32
18,58,33
18,58,34
18,58,35
18,58,36
18,58,37
18,58,38
18,58,39
18,59,29
18,59,30
18,59,31
18,59,32
18,59,33
18,59,34
18,59,35
18,59,36
18,59,37
18,59,38
18,59,39
18,60,29
18,60,30
18,60,31
18,60,32
18,60,33
18,60,34
18,60,35
18,60,36
18,60,37
18,60,38
18,61,28
18,61,29
18,61,30
18,61,31
18,61,32
18,61,33
